Date;Value_date;Reference;Recipient/Sender;IBAN;Amount;Balance;Transaction_Type;Category
2024-01-17;2024-01-17;PO7051;Synergy Technologies;DE7626146788286948833;-792.24;-59186.53;Transfer;Research and Development
2024-01-17;2024-01-17;REF4456;Isabella Wilson;DE1610482117117913758;826.27;-58360.26;Withdrawal;Administrative Expenses
2024-01-18;2024-01-18;INV3735;Crescent Technologies;DE1860197269680432003;14849.1;-43511.16;Transfer;Research and Development
2024-01-18;2024-01-18;INV1931;Cobalt Solutions;DE3145917995920697483;14078.2;-29432.96;Transfer;Research and Development
2024-01-18;2024-01-18;TAX1797;Federal Revenue Service;DE4267818305575542483;-3800.8;-33233.76;Transfer;Marketing
2024-01-19;2024-01-19;TAX7870;Federal Tax Authority;DE6618241879776128855;-3899.87;-37133.63;Transfer;Marketing
2024-01-19;2024-01-19;REF5687;Olivia Johnson;DE3875075356094878438;-286.05;-37419.68;Transfer;Taxes
2024-01-19;2024-01-19;PO6439;Summit Enterprises;DE9280954483357112007;-1311.69;-38731.37;Withdrawal;Cost of Goods Sold
2024-01-20;2024-01-20;INV3267;Crystal Ventures;DE5383706197956849164;3982.17;-34749.2;Transfer;Cost of Goods Sold
2024-01-21;2024-01-21;REF3178;Tom Williams;DE5617091973383039115;-459.13;-35208.33;Transfer;Interest Expense
2024-01-21;2024-01-22;REF2691;Ava Davis;DE2434045291625091977;407.47;-34800.86;Withdrawal;Taxes
2024-01-21;2024-01-21;INV4673;Charlotte Taylor;DE3318885925221042601;9717.68;-25083.18;Transfer;Marketing
2024-01-22;2024-01-22;REF9498;Liam Brown;DE2287010195568088798;75.74;-25007.44;Transfer;Research and Development
2024-01-22;2024-01-22;PO8790;Summit Enterprises;DE9280954483357112007;-7291.76;-32299.2;Transfer;Interest Expense
2024-01-22;2024-01-22;PO6918;Silverstone Solutions;DE1005274807899939805;-6122.95;-38422.15;Withdrawal;Cost of Goods Sold
2024-01-23;2024-01-23;INV6323;Charlotte Taylor;DE3318885925221042601;14211.8;-24210.35;Transfer;Cost of Goods Sold
2024-01-23;2024-01-23;PO6074;Summit Enterprises;DE9280954483357112007;-4348.02;-28558.37;Withdrawal;Research and Development
2024-01-23;2024-01-23;TAX9543;Federal Revenue Service;DE4267818305575542483;-3522.01;-32080.38;Transfer;Revenue
2024-01-24;2024-01-24;INV5806;Circuit Innovations;DE2011334758886620566;5383.37;-26697.01;Payment;Revenue
2024-01-24;2024-01-24;INV1266;Charlotte Taylor;DE3318885925221042601;1872.32;-24824.69;Transfer;Marketing
2024-01-24;2024-01-24;REF6715;Mason Miller;DE4172431589140685843;619.11;-24205.58;Transfer;Taxes
2024-01-24;2024-01-25;PO5786;Synergy Technologies;DE7626146788286948833;-3032.8;-27238.38;Transfer;Interest Expense
2024-01-24;2024-01-25;REF9071;Jackson Jones;DE6798178739033726258;-767.76;-28006.14;Deposit;Revenue
2024-01-25;2024-01-25;REF6294;Jackson Jones;DE6798178739033726258;596.29;-27409.85;Transfer;Research and Development
2024-01-25;2024-01-25;REF1138;Jackson Jones;DE6798178739033726258;961.08;-26448.77;Withdrawal;Research and Development
2024-01-27;2024-01-27;REF9589;James Smith;DE5075213287439027999;258.05;-26190.72;Payment;Revenue
2024-01-27;2024-01-27;REF5533;Ethan Moore;DE5143222138124291040;-911.83;-27102.55;Withdrawal;Administrative Expenses
2024-01-27;2024-01-27;PO6020;Silverstone Solutions;DE1005274807899939805;-3005.41;-30107.96;Transfer;Cost of Goods Sold
2024-01-27;2024-01-27;REF3793;Isabella Wilson;DE1610482117117913758;-253.43;-30361.39;Transfer;Administrative Expenses
2024-01-27;2024-01-27;PO6545;Silverstone Solutions;DE1005274807899939805;-4072.01;-34433.4;Transfer;Interest Expense
2024-01-27;2024-01-27;INV7183;Circuit Innovations;DE2011334758886620566;11509.04;-22924.36;Transfer;Administrative Expenses
2024-01-28;2024-01-28;REF8836;Ethan Moore;DE5143222138124291040;879.31;-22045.05;Transfer;Research and Development
2024-01-28;2024-01-28;PO3419;Sapphire Ventures;DE7225561338774758243;-1321.16;-23366.21;Withdrawal;Cost of Goods Sold
2024-01-28;2024-01-28;INV6231;Circuit Innovations;DE2011334758886620566;8103.55;-15262.66;Transfer;Administrative Expenses
2024-01-29;2024-01-29;REF6169;Jackson Jones;DE6798178739033726258;110.35;-15152.31;Transfer;Cost of Goods Sold
2024-01-29;2024-01-29;TAX2753;Federal Tax Authority;DE6618241879776128855;-3365.93;-18518.24;Transfer;Taxes
2024-01-29;2024-01-29;REF9625;Olivia Johnson;DE3875075356094878438;-555.71;-19073.95;Withdrawal;Administrative Expenses
2024-01-30;2024-01-30;REF5043;Ethan Moore;DE5143222138124291040;-515.29;-19589.24;Transfer;Taxes
2024-01-30;2024-01-30;PO1998;Synergy Technologies;DE7626146788286948833;-2527.72;-22116.96;Transfer;Revenue
2024-01-30;2024-01-30;INV1828;Charlotte Taylor;DE3318885925221042601;13771.29;-8345.67;Transfer;Administrative Expenses
2024-01-31;2024-01-31;TAX3521;Federal Tax Authority;DE6618241879776128855;-1563.49;-9909.16;Transfer;Cost of Goods Sold
2024-01-31;2024-01-31;REF8807;Tom Williams;DE5617091973383039115;677.94;-9231.22;Transfer;Marketing
2024-01-31;2024-01-31;REF5728;Jackson Jones;DE6798178739033726258;-121.69;-9352.91;Payment;Revenue
2024-01-31;2024-01-31;REF8933;Ethan Moore;DE5143222138124291040;-71.12;-9424.03;Withdrawal;Interest Expense
2024-02-01;2024-02-01;REF7359;Olivia Johnson;DE3875075356094878438;959.7;-8464.33;Withdrawal;Marketing
2024-02-01;2024-02-01;INV1685;Crescent Technologies;DE1860197269680432003;1461.66;-7002.67;Transfer;Marketing
2024-02-01;2024-02-01;REF1984;Ava Davis;DE2434045291625091977;-483.52;-7486.19;Withdrawal;Administrative Expenses
2024-02-02;2024-02-02;INV5951;Charlotte Taylor;DE3318885925221042601;9742.1;2255.91;Transfer;Cost of Goods Sold
2024-02-02;2024-02-02;INV4714;Cosmos Enterprises;DE4713525880837132271;1819.11;4075.02;Transfer;Marketing
2024-02-03;2024-02-03;INV6064;Crescent Technologies;DE1860197269680432003;2824.28;6899.3;Transfer;Interest Expense
2024-02-03;2024-02-03;INV2581;Crescent Technologies;DE1860197269680432003;11737.74;18637.04;Transfer;Research and Development
2024-02-03;2024-02-03;INV3087;Cobalt Solutions;DE3145917995920697483;3901.77;22538.81;Transfer;Research and Development
2024-02-04;2024-02-05;REF2160;Ava Davis;DE2434045291625091977;28.31;22567.12;Withdrawal;Taxes
2024-02-04;2024-02-04;PO2983;Sapphire Ventures;DE7225561338774758243;-4806.97;17760.15;Transfer;Cost of Goods Sold
2024-02-04;2024-02-05;TAX8925;Federal Tax Authority;DE6618241879776128855;-3155.04;14605.11;Transfer;Research and Development
2024-02-04;2024-02-04;PO6307;Silverstone Solutions;DE1005274807899939805;-2337.34;12267.77;Transfer;Interest Expense
2024-02-06;2024-02-06;INV8147;Circuit Innovations;DE2011334758886620566;290.94;12558.71;Transfer;Taxes
2024-02-07;2024-02-07;REF3636;Isabella Wilson;DE1610482117117913758;463.97;13022.68;Transfer;Administrative Expenses
2024-02-07;2024-02-07;INV1853;Circuit Innovations;DE2011334758886620566;4999.61;18022.29;Transfer;Marketing
2024-02-08;2024-02-09;PO6618;Sapphire Ventures;DE7225561338774758243;-6988.25;11034.04;Withdrawal;Administrative Expenses
2024-02-09;2024-02-09;INV9317;Cosmos Enterprises;DE4713525880837132271;11565.41;22599.45;Transfer;Interest Expense
2024-02-09;2024-02-10;INV2011;Cosmos Enterprises;DE4713525880837132271;12433.32;35032.77;Transfer;Research and Development
2024-02-09;2024-02-09;INV9307;Cobalt Solutions;DE3145917995920697483;5773.39;40806.16;Transfer;Marketing
2024-02-10;2024-02-10;REF9464;Liam Brown;DE2287010195568088798;529.08;41335.24;Withdrawal;Marketing
2024-02-10;2024-02-10;TAX9071;Federal Revenue Service;DE4267818305575542483;-1992.25;39342.99;Transfer;Taxes
2024-02-11;2024-02-11;TAX2062;Federal Revenue Service;DE4267818305575542483;-4179.58;35163.41;Transfer;Taxes
2024-02-11;2024-02-11;REF2460;James Smith;DE5075213287439027999;413.48;35576.89;Withdrawal;Research and Development
2024-02-11;2024-02-11;INV2076;Crystal Ventures;DE5383706197956849164;1901.61;37478.5;Payment;Revenue
2024-02-11;2024-02-11;PO1853;Synergy Technologies;DE7626146788286948833;-10.92;37467.58;Withdrawal;Administrative Expenses
2024-02-12;2024-02-12;PO4329;Silverstone Solutions;DE1005274807899939805;-266.61;37200.97;Transfer;Research and Development
2024-02-13;2024-02-13;REF6068;Isabella Wilson;DE1610482117117913758;-541.29;36659.68;Withdrawal;Research and Development
2024-02-13;2024-02-13;PO7290;Sapphire Ventures;DE7225561338774758243;-5051.38;31608.3;Withdrawal;Research and Development
2024-02-13;2024-02-13;INV7503;Cosmos Enterprises;DE4713525880837132271;11525.57;43133.87;Transfer;Marketing
2024-02-13;2024-02-13;PO8723;Sapphire Ventures;DE7225561338774758243;-1335.65;41798.22;Transfer;Cost of Goods Sold
2024-02-13;2024-02-14;PO3525;Sapphire Ventures;DE7225561338774758243;-1632.23;40165.99;Withdrawal;Research and Development
2024-02-13;2024-02-13;PO4977;Synergy Technologies;DE7626146788286948833;-4286.12;35879.87;Transfer;Interest Expense
2024-02-14;2024-02-14;REF7088;Liam Brown;DE2287010195568088798;-96.19;35783.68;Withdrawal;Administrative Expenses
2024-02-14;2024-02-14;PO9015;Silverstone Solutions;DE1005274807899939805;-1386.63;34397.05;Transfer;Research and Development
2024-02-14;2024-02-14;INV7868;Crystal Ventures;DE5383706197956849164;2999.87;37396.92;Transfer;Interest Expense
2024-02-15;2024-02-15;REF7075;Liam Brown;DE2287010195568088798;-839.92;36557.0;Transfer;Interest Expense
2024-02-15;2024-02-15;TAX5478;Federal Tax Authority;DE6618241879776128855;-2968.88;33588.12;Transfer;Interest Expense
2024-02-15;2024-02-15;REF9767;Liam Brown;DE2287010195568088798;477.37;34065.49;Transfer;Cost of Goods Sold
2024-02-15;2024-02-15;REF6031;Liam Brown;DE2287010195568088798;-159.05;33906.44;Withdrawal;Marketing
2024-02-15;2024-02-15;INV4986;Cosmos Enterprises;DE4713525880837132271;6540.79;40447.23;Payment;Revenue
2024-02-15;2024-02-15;REF2899;Ava Davis;DE2434045291625091977;940.37;41387.6;Payment;Revenue
2024-02-15;2024-02-15;PO2497;Sierra Industries;DE3390620094997185945;-3147.41;38240.19;Withdrawal;Taxes
2024-02-16;2024-02-16;INV5332;Crescent Technologies;DE1860197269680432003;8053.22;46293.41;Payment;Revenue
2024-02-16;2024-02-16;INV1003;Crystal Ventures;DE5383706197956849164;11358.59;57652.0;Transfer;Marketing
2024-02-16;2024-02-16;INV8075;Cobalt Solutions;DE3145917995920697483;1457.5;59109.5;Payment;Revenue
2024-02-16;2024-02-16;INV2646;Cosmos Enterprises;DE4713525880837132271;6660.74;65770.24;Payment;Revenue
2024-02-17;2024-02-17;REF5333;Mason Miller;DE4172431589140685843;614.26;66384.5;Payment;Revenue
2024-02-18;2024-02-18;TAX7461;Federal Tax Authority;DE6618241879776128855;-4633.33;61751.17;Transfer;Marketing
2024-02-18;2024-02-18;REF5843;James Smith;DE5075213287439027999;-677.06;61074.11;Withdrawal;Interest Expense
2024-02-19;2024-02-19;PO9043;Summit Enterprises;DE9280954483357112007;-8465.64;52608.47;Withdrawal;Cost of Goods Sold
2024-02-19;2024-02-19;REF4144;Liam Brown;DE2287010195568088798;239.56;52848.03;Withdrawal;Marketing
2024-02-19;2024-02-19;INV6071;Crystal Ventures;DE5383706197956849164;8211.57;61059.6;Transfer;Marketing
2024-02-20;2024-02-20;REF7751;Ethan Moore;DE5143222138124291040;-836.11;60223.49;Transfer;Marketing
2024-02-20;2024-02-20;PO8982;Summit Enterprises;DE9280954483357112007;-494.12;59729.37;Withdrawal;Administrative Expenses
2024-02-21;2024-02-21;REF6544;Isabella Wilson;DE1610482117117913758;601.71;60331.08;Transfer;Cost of Goods Sold
2024-02-21;2024-02-21;REF8415;Ava Davis;DE2434045291625091977;-18.68;60312.4;Withdrawal;Interest Expense
2024-02-21;2024-02-22;TAX4787;Federal Tax Authority;DE6618241879776128855;-2761.92;57550.48;Transfer;Administrative Expenses
2024-02-22;2024-02-22;PO6105;Summit Enterprises;DE9280954483357112007;-8345.13;49205.35;Transfer;Interest Expense
2024-02-22;2024-02-22;REF2381;Ava Davis;DE2434045291625091977;9.1;49214.45;Deposit;Revenue
2024-02-22;2024-02-22;PO4063;Synergy Technologies;DE7626146788286948833;-6345.73;42868.72;Transfer;Marketing
2024-02-22;2024-02-22;PO3042;Silverstone Solutions;DE1005274807899939805;-7152.22;35716.5;Transfer;Administrative Expenses
2024-02-23;2024-02-23;REF4594;Mason Miller;DE4172431589140685843;450.5;36167.0;Withdrawal;Administrative Expenses
2024-02-23;2024-02-23;INV4365;Cosmos Enterprises;DE4713525880837132271;13665.68;49832.68;Transfer;Interest Expense
2024-02-23;2024-02-23;PO4154;Summit Enterprises;DE9280954483357112007;-1779.8;48052.88;Withdrawal;Research and Development
2024-02-23;2024-02-23;INV7738;Crescent Technologies;DE1860197269680432003;1564.09;49616.97;Transfer;Interest Expense
2024-02-23;2024-02-23;INV2901;Cobalt Solutions;DE3145917995920697483;12471.45;62088.42;Transfer;Administrative Expenses
2024-02-23;2024-02-23;REF3535;Olivia Johnson;DE3875075356094878438;313.47;62401.89;Deposit;Revenue
2024-02-23;2024-02-23;PO2928;Sapphire Ventures;DE7225561338774758243;-7175.76;55226.13;Transfer;Marketing
2024-02-23;2024-02-23;REF7719;Ava Davis;DE2434045291625091977;-98.13;55128.0;Withdrawal;Administrative Expenses
2024-02-24;2024-02-24;REF3881;Liam Brown;DE2287010195568088798;608.22;55736.22;Payment;Revenue
2024-02-25;2024-02-25;REF6139;Mason Miller;DE4172431589140685843;-127.21;55609.01;Transfer;Marketing
2024-02-25;2024-02-25;INV5991;Charlotte Taylor;DE3318885925221042601;1407.69;57016.7;Transfer;Interest Expense
2024-02-26;2024-02-26;INV1669;Charlotte Taylor;DE3318885925221042601;5489.91;62506.61;Transfer;Interest Expense
2024-02-26;2024-02-27;INV3066;Crescent Technologies;DE1860197269680432003;2341.57;64848.18;Transfer;Taxes
2024-02-26;2024-02-26;INV4884;Cosmos Enterprises;DE4713525880837132271;11068.84;75917.02;Transfer;Marketing
2024-02-26;2024-02-27;PO2669;Sapphire Ventures;DE7225561338774758243;-1772.13;74144.89;Transfer;Research and Development
2024-02-26;2024-02-26;PO9782;Sierra Industries;DE3390620094997185945;-9835.81;64309.08;Payment;Revenue
2024-02-27;2024-02-27;PO3476;Summit Enterprises;DE9280954483357112007;-3415.04;60894.04;Withdrawal;Administrative Expenses
2024-02-28;2024-02-28;PO9646;Sierra Industries;DE3390620094997185945;-350.5;60543.54;Withdrawal;Interest Expense
2024-02-28;2024-02-28;INV3522;Cosmos Enterprises;DE4713525880837132271;7480.65;68024.19;Payment;Revenue
2024-02-28;2024-02-28;TAX3441;Federal Tax Authority;DE6618241879776128855;-548.78;67475.41;Transfer;Revenue
2024-02-28;2024-02-28;PO8848;Sierra Industries;DE3390620094997185945;-7895.07;59580.34;Transfer;Interest Expense
2024-02-28;2024-02-28;PO7010;Synergy Technologies;DE7626146788286948833;-4584.99;54995.35;Transfer;Taxes
2024-02-28;2024-02-28;REF3815;Ava Davis;DE2434045291625091977;602.64;55597.99;Payment;Revenue
2024-02-29;2024-02-29;INV6134;Crystal Ventures;DE5383706197956849164;14311.49;69909.48;Transfer;Administrative Expenses
2024-02-29;2024-02-29;PO3546;Synergy Technologies;DE7626146788286948833;-7279.24;62630.24;Payment;Revenue
2024-02-29;2024-02-29;INV2460;Cosmos Enterprises;DE4713525880837132271;5110.17;67740.41;Transfer;Interest Expense
2024-02-29;2024-02-29;TAX7297;Federal Tax Authority;DE6618241879776128855;-3051.43;64688.98;Transfer;Research and Development
2024-03-01;2024-03-01;INV9856;Circuit Innovations;DE2011334758886620566;4970.49;69659.47;Transfer;Taxes
2024-03-01;2024-03-01;INV9946;Circuit Innovations;DE2011334758886620566;3012.6;72672.07;Transfer;Interest Expense
2024-03-02;2024-03-02;PO2093;Sierra Industries;DE3390620094997185945;-4017.08;68654.99;Withdrawal;Interest Expense
2024-03-02;2024-03-02;INV6842;Cosmos Enterprises;DE4713525880837132271;4857.28;73512.27;Transfer;Marketing
2024-03-02;2024-03-02;REF6704;Ethan Moore;DE5143222138124291040;-643.98;72868.29;Withdrawal;Research and Development
2024-03-03;2024-03-03;INV9781;Crescent Technologies;DE1860197269680432003;355.34;73223.63;Transfer;Cost of Goods Sold
2024-03-03;2024-03-04;INV2501;Charlotte Taylor;DE3318885925221042601;9944.9;83168.53;Transfer;Revenue
2024-03-06;2024-03-06;TAX7211;Federal Revenue Service;DE4267818305575542483;-1681.14;81487.39;Transfer;Research and Development
2024-03-06;2024-03-06;TAX6273;Federal Revenue Service;DE4267818305575542483;-2529.86;78957.53;Transfer;Marketing
2024-03-08;2024-03-08;PO1807;Sierra Industries;DE3390620094997185945;-4523.96;74433.57;Withdrawal;Cost of Goods Sold
2024-03-09;2024-03-10;PO4272;Summit Enterprises;DE9280954483357112007;-8044.78;66388.79;Withdrawal;Research and Development
2024-03-09;2024-03-09;PO5831;Sapphire Ventures;DE7225561338774758243;-6756.89;59631.9;Transfer;Interest Expense
2024-03-10;2024-03-10;TAX7813;Federal Tax Authority;DE6618241879776128855;-785.25;58846.65;Transfer;Research and Development
2024-03-10;2024-03-10;REF5932;Olivia Johnson;DE3875075356094878438;-390.01;58456.64;Withdrawal;Interest Expense
2024-03-10;2024-03-10;TAX8460;Federal Tax Authority;DE6618241879776128855;-1973.13;56483.51;Transfer;Interest Expense
2024-03-11;2024-03-11;REF9254;Ava Davis;DE2434045291625091977;869.76;57353.27;Withdrawal;Research and Development
2024-03-11;2024-03-11;REF6375;Jackson Jones;DE6798178739033726258;-760.03;56593.24;Payment;Revenue
2024-03-11;2024-03-11;PO9508;Sierra Industries;DE3390620094997185945;-5434.68;51158.56;Payment;Revenue
2024-03-11;2024-03-11;PO3215;Silverstone Solutions;DE1005274807899939805;-5703.66;45454.9;Transfer;Interest Expense
2024-03-12;2024-03-12;REF2263;Liam Brown;DE2287010195568088798;29.08;45483.98;Withdrawal;Administrative Expenses
2024-03-13;2024-03-14;TAX8775;Federal Revenue Service;DE4267818305575542483;-2903.18;42580.8;Transfer;Cost of Goods Sold
2024-03-13;2024-03-13;TAX4943;Federal Revenue Service;DE4267818305575542483;-4163.2;38417.6;Transfer;Marketing
2024-03-13;2024-03-14;INV2503;Crystal Ventures;DE5383706197956849164;2613.4;41031.0;Transfer;Cost of Goods Sold
2024-03-14;2024-03-14;INV6780;Crescent Technologies;DE1860197269680432003;3616.06;44647.06;Payment;Revenue
2024-03-14;2024-03-14;PO7910;Summit Enterprises;DE9280954483357112007;-9513.98;35133.08;Withdrawal;Marketing
2024-03-14;2024-03-14;REF6658;Ava Davis;DE2434045291625091977;950.75;36083.83;Deposit;Revenue
2024-03-14;2024-03-14;PO7576;Silverstone Solutions;DE1005274807899939805;-5004.22;31079.61;Transfer;Revenue
2024-03-14;2024-03-14;REF4578;Ethan Moore;DE5143222138124291040;227.93;31307.54;Transfer;Marketing
2024-03-15;2024-03-16;PO5106;Synergy Technologies;DE7626146788286948833;-2022.85;29284.69;Transfer;Interest Expense
2024-03-15;2024-03-15;PO2831;Summit Enterprises;DE9280954483357112007;-2787.28;26497.41;Withdrawal;Research and Development
2024-03-16;2024-03-17;REF3320;Liam Brown;DE2287010195568088798;-285.61;26211.8;Transfer;Cost of Goods Sold
2024-03-17;2024-03-17;TAX5940;Federal Revenue Service;DE4267818305575542483;-1938.68;24273.12;Transfer;Administrative Expenses
2024-03-19;2024-03-19;REF5087;James Smith;DE5075213287439027999;-437.72;23835.4;Transfer;Taxes
2024-03-20;2024-03-21;REF3662;Liam Brown;DE2287010195568088798;952.41;24787.81;Deposit;Revenue
2024-03-21;2024-03-21;TAX3852;Federal Tax Authority;DE6618241879776128855;-1110.89;23676.92;Transfer;Revenue
2024-03-21;2024-03-21;TAX9810;Federal Tax Authority;DE6618241879776128855;-3569.74;20107.18;Transfer;Interest Expense
2024-03-21;2024-03-22;INV9789;Crystal Ventures;DE5383706197956849164;6282.01;26389.19;Transfer;Marketing
2024-03-21;2024-03-21;PO2229;Synergy Technologies;DE7626146788286948833;-8436.24;17952.95;Withdrawal;Research and Development
2024-03-22;2024-03-22;PO5050;Sierra Industries;DE3390620094997185945;-1609.77;16343.18;Withdrawal;Interest Expense
2024-03-22;2024-03-22;REF4527;Ava Davis;DE2434045291625091977;914.43;17257.61;Withdrawal;Cost of Goods Sold
2024-03-22;2024-03-22;REF2529;Tom Williams;DE5617091973383039115;309.18;17566.79;Withdrawal;Cost of Goods Sold
2024-03-22;2024-03-22;INV7267;Cosmos Enterprises;DE4713525880837132271;13083.78;30650.57;Payment;Revenue
2024-03-22;2024-03-22;PO6123;Summit Enterprises;DE9280954483357112007;-8103.56;22547.01;Transfer;Marketing
2024-03-23;2024-03-23;PO6310;Silverstone Solutions;DE1005274807899939805;-5118.83;17428.18;Transfer;Administrative Expenses
2024-03-23;2024-03-23;REF6669;Liam Brown;DE2287010195568088798;894.97;18323.15;Withdrawal;Cost of Goods Sold
2024-03-24;2024-03-25;INV1420;Cosmos Enterprises;DE4713525880837132271;13934.02;32257.17;Payment;Revenue
2024-03-24;2024-03-24;REF9568;Mason Miller;DE4172431589140685843;34.45;32291.62;Withdrawal;Administrative Expenses
2024-03-24;2024-03-24;REF4077;Isabella Wilson;DE1610482117117913758;-861.09;31430.53;Transfer;Marketing
2024-03-24;2024-03-24;INV9125;Circuit Innovations;DE2011334758886620566;3298.89;34729.42;Transfer;Interest Expense
2024-03-25;2024-03-25;PO5835;Sierra Industries;DE3390620094997185945;-2541.87;32187.55;Withdrawal;Cost of Goods Sold
2024-03-25;2024-03-25;REF4390;Olivia Johnson;DE3875075356094878438;610.88;32798.43;Withdrawal;Interest Expense
2024-03-25;2024-03-25;INV9131;Crystal Ventures;DE5383706197956849164;2265.97;35064.4;Transfer;Research and Development
2024-03-26;2024-03-26;REF8429;Ava Davis;DE2434045291625091977;193.07;35257.47;Transfer;Cost of Goods Sold
2024-03-26;2024-03-26;REF5911;Ethan Moore;DE5143222138124291040;-31.54;35225.93;Transfer;Administrative Expenses
2024-03-26;2024-03-27;PO9736;Synergy Technologies;DE7626146788286948833;-9926.77;25299.16;Transfer;Cost of Goods Sold
2024-03-26;2024-03-26;INV5745;Crystal Ventures;DE5383706197956849164;691.22;25990.38;Transfer;Taxes
2024-03-27;2024-03-27;REF9445;Jackson Jones;DE6798178739033726258;327.71;26318.09;Withdrawal;Cost of Goods Sold
2024-03-27;2024-03-28;REF2666;Liam Brown;DE2287010195568088798;912.93;27231.02;Withdrawal;Marketing
2024-03-28;2024-03-28;REF6427;Ethan Moore;DE5143222138124291040;131.71;27362.73;Transfer;Research and Development
2024-03-28;2024-03-28;PO2646;Sapphire Ventures;DE7225561338774758243;-8229.41;19133.32;Transfer;Research and Development
2024-03-29;2024-03-29;REF2388;Jackson Jones;DE6798178739033726258;344.22;19477.54;Withdrawal;Cost of Goods Sold
2024-03-30;2024-03-30;TAX8612;Federal Revenue Service;DE4267818305575542483;-193.99;19283.55;Transfer;Interest Expense
2024-03-30;2024-03-30;PO5029;Synergy Technologies;DE7626146788286948833;-8216.37;11067.18;Transfer;Cost of Goods Sold
2024-03-30;2024-03-30;PO4770;Synergy Technologies;DE7626146788286948833;-5002.38;6064.8;Payment;Revenue
